# id        Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN          aper   phcov   phcov2   snr         Npt   order   minmax   Imean_ogle   Vmean_ogle   VmI
  smc2883   494   0.322401   0.325    0.154   0.024   0.004   0.036    2.982    0.7      9.1947    6.8763   19.175    1.3387   0.0027099191   1      0.986   0.987    73.4        494   3       0.815    19.158       19.545       0.37000084  
  smc2901   165   0.385838   0.296    0.146   0.026   0.014   0.002    -3.043   0.116    9.519     6.3926   17.649    0.0549   3.3272727E-4   1      0.971   0.973    148.3       165   3       0.367    17.641       18.16        0.5109997   
  smc2902   496   0.313555   0.283    0.135   0.028   0.004   -0.026   2.925    -1.005   9.2609    5.3565   19.447    1.5588   0.003142742    1      0.989   0.988    58.3        496   3       0.795    19.42        19.765       0.3179989   
  smc2909   501   0.389163   0.274    0.13    0.016   0.007   0.062    -2.579   2.12     9.8635    8.2172   18.934    0.7036   0.0014043913   1      0.989   0.987    100.3       501   3       0.529    18.923       19.373       0.43899918  
  smc2916   489   0.327373   0.384    0.184   0.056   0.019   -0.01    -2.953   -0.473   9.6339    5.8408   19.344    1.0848   0.002218405    1      0.987   0.99     99.7        489   3       0.872    19.324       19.719       0.375       
  smc2917   165   0.32949    0.38     0.168   0.051   0.014   0.005    2.628    2.215    8.9008    8.482    19.111    0.2871   0.00174        1      0.955   0.968    68.9        165   3       0.586    19.09        19.613       0.5020008   
  smc2928   496   0.341989   0.203    0.09    0.012   0.007   0.025    3.037    -1.87    9.2692    4.3376   19.198    0.9029   0.0018203629   1      0.988   0.986    62.3        496   5       0.53     19.187       19.566       0.36800003  
  smc2931   182   0.382435   0.318    0.136   0.023   0.025   -0.023   2.858    0.627    9.1864    6.9784   18.933    0.3223   0.001770879    1      0.973   0.971    63.5        182   3       0.54     18.911       19.322       0.38899994  
  smc2939   495   0.358459   0.239    0.127   0.01    0.012   0.023    2.697    -0.187   8.9339    6.0258   19.194    0.8143   0.0016450505   1      0.986   0.988    78.6        495   3       0.616    19.18        19.672       0.47800064  
  smc2943   689   0.349237   0.31     0.155   0.024   0.013   -0.019   3.008    0.137    9.3293    6.478    19.32     1.7191   0.0024950653   1      0.991   0.991    88.3        689   3       0.723    19.302       19.801       0.4810009   
  smc2947   273   0.351279   0.327    0.161   0.015   0.002   -0.009   2.979    0.799    9.2791    7.1081   19.323    0.6766   0.0024783881   1      0.975   0.982    60.5        273   3       0.724    19.297       19.682       0.35899925  
  smc2957   816   0.365732   0.306    0.149   0.031   0.008   0.0      3.001    -0.613   9.2831    5.6688   19.117    1.8067   0.0022140932   1      0.986   0.991    104.4       816   3       0.741    19.097       19.597       0.47999954  
  smc2958   830   0.330358   0.364    0.176   0.052   0.018   0.017    2.947    -0.947   9.1961    5.2853   19.223    1.5112   0.0018207228   1      0.99    0.991    142.1       830   5       0.762    19.207       19.633       0.40999985  
  smc2963   164   0.304832   0.33     0.159   0.048   0.012   0.015    2.532    -0.923   8.7856    5.3153   19.345    0.4159   0.0025359755   1      0.946   0.961    45.9        164   4       0.819    19.315       19.714       0.3690014   
  smc2972   839   0.32445    0.263    0.118   0.03    0.014   -0.014   -2.865   0.929    9.7291    7.2531   19.441    2.1173   0.0025235997   1      0.993   0.989    81.8        839   3       0.749    19.424       19.9         0.45899963  
  smc2975   279   0.371951   0.283    0.12    0.019   0.003   -0.02    2.891    -2.221   9.2146    4.1232   19.032    0.4836   0.0017333333   1      0.985   0.98     68.3        279   4       0.539    19.021       19.493       0.46100044  
  smc2989   828   0.362945   0.283    0.14    0.015   0.01    0.028    -2.541   1.206    9.9689    7.4054   19.469    2.027    0.0024480675   1      0.985   0.986    91.0        828   3       0.748    19.446       19.901       0.4319992   
  smc3004   491   0.334857   0.36     0.183   0.03    0.017   -0.022   2.957    -0.118   9.2844    6.2313   19.25     0.9858   0.0020077394   1      0.987   0.989    104.2       491   3       0.781    19.23        19.611       0.36100006  
  smc3009   493   0.368817   0.266    0.132   0.014   0.023   -0.01    -2.708   0.844    9.8785    7.157    19.25     0.7217   0.0014638945   1      0.988   0.99     93.6        493   3       0.559    19.238       19.724       0.47400093  
  smc3011   456   0.27182    0.308    0.151   0.031   0.012   -0.003   3.105    -0.426   9.3944    5.8665   17.788    0.1998   4.381579E-4    1      0.985   0.982    218.4       456   5       0.426    17.777       18.076       0.2880001   
  smc3020   488   0.345685   0.29     0.145   0.021   0.019   -0.027   -2.711   0.576    9.91      6.9415   19.14     0.7704   0.0015786885   1      0.975   0.984    97.1        488   3       0.625    19.126       19.55        0.40999985  
  smc3029   198   0.357717   0.26     0.138   0.011   0.025   0.003    -3.062   0.478    9.4988    6.7522   19.308    0.4279   0.002161111    1      0.974   0.976    46.7        198   3       0.519    19.291       19.782       0.47399902  
  smc3065   496   0.331555   0.357    0.165   0.039   0.01    -0.042   2.986    -0.168   9.3524    6.2401   19.367    0.9681   0.0019518145   1      0.987   0.984    98.7        496   3       0.766    19.347       19.8         0.43299866  
  smc3082   170   0.260728   0.323    0.151   0.03    0.009   0.004    3.01     -0.767   9.285     5.5037   15.491    0.0274   1.6117647E-4   1      0.957   0.963    249.4       170   5       0.353    15.486       15.708       0.21700001  
  smc3084   484   0.366372   0.316    0.154   0.029   0.023   -0.025   -3.073   -0.251   9.5433    6.1072   19.237    0.8246   0.001703719    1      0.987   0.986    100.4       484   3       0.612    19.217       19.668       0.43099976  
  smc3095   500   0.360841   0.296    0.148   0.029   0.014   -0.001   2.816    -0.774   9.1008    5.5123   19.136    1.1047   0.0022093998   1      0.987   0.988    78.0        500   3       0.794    19.118       19.626       0.48999977  
  smc3106   450   0.293971   0.23     0.106   0.011   0.014   0.07     -3.092   0.176    9.3332    6.2481   19.602    1.1248   0.0024995555   1      0.986   0.985    54.2        450   3       0.603    19.586       19.973       0.3710003   
  smc3116   198   0.417207   0.34     0.158   0.033   0.017   -0.005   -2.899   -0.201   9.6782    6.0977   16.738    0.1104   5.575757E-4    1      0.972   0.962    140.7       198   5       0.443    16.73        17.168       0.4299984   
  smc3119   429   0.394575   0.249    0.114   0.002   0.014   -0.02    2.427    1.157    8.7492    7.4989   19.206    0.7523   0.0017536131   1      0.983   0.983    74.4        429   3       0.562    19.195       19.632       0.4260006   
  smc3136   499   0.361077   0.308    0.15    0.017   0.014   0.038    -2.668   0.311    9.8227    6.4804   19.123    0.971    0.0019458918   1      0.988   0.983    90.5        499   3       0.66     19.098       19.491       0.36800003  
  smc3138   486   0.366366   0.264    0.126   0.02    0.01    -0.03    -2.881   1.03     9.7453    7.4024   19.242    0.7228   0.0014872429   1      0.984   0.985    92.5        486   3       0.562    19.234       19.724       0.48200035  
  smc3140   838   0.342173   0.297    0.148   0.027   0.019   -0.01    3.051    0.038    9.3543    6.3512   19.351    1.9968   0.002382816    1      0.991   0.99     96.8        838   4       0.753    19.333       19.823       0.47200012  
  smc3174   492   0.359891   0.293    0.139   0.023   0.009   -0.02    -3.044   0.525    9.562     6.8681   19.285    0.8329   0.0016928861   1      0.985   0.984    94.3        492   4       0.573    19.269       19.734       0.4489994   
  smc3184   491   0.294689   0.354    0.162   0.043   0.015   0.024    -2.995   0.446    9.5237    6.6575   19.071    0.6262   0.0012753565   1      0.983   0.989    138.5       491   3       0.606    19.051       19.381       0.31000137  
  smc3197   491   0.358495   0.265    0.124   0.017   0.011   0.029    2.964    0.455    9.1883    6.6501   19.235    0.7835   0.0015957231   1      0.989   0.986    86.8        491   3       0.564    19.219       19.66        0.42499924  
  smc3210   484   0.334449   0.359    0.171   0.029   0.02    0.015    2.915    0.144    9.1682    6.3826   19.547    1.1092   0.0022917355   1      0.985   0.986    91.1        484   4       0.84     19.523       19.952       0.40499878  
  smc3213   197   0.351025   0.313    0.151   0.02    0.009   -0.012   -2.603   0.93     9.9876    7.2493   18.941    0.2622   0.0013309645   1      0.974   0.973    75.6        197   4       0.612    18.918       19.367       0.4260006   
  smc3216   484   0.36981    0.313    0.143   0.027   0.008   -0.012   -3.062   0.649    9.5279    6.9679   19.218    0.7921   0.0016365703   1      0.985   0.987    102.6       484   3       0.632    19.207       19.682       0.4639988   
  smc3247   477   0.311118   0.277    0.142   0.004   0.01    0.058    -1.84    0.272    10.6108   6.3815   19.716    1.3103   0.0027469601   1      0.987   0.988    62.5        477   3       0.781    19.697       20.163       0.4470005   
  smc3248   488   0.364739   0.305    0.149   0.016   0.011   -0.014   -3.029   0.166    9.5644    6.4898   19.038    0.6655   0.0013637295   1      0.986   0.984    109.8       488   3       0.644    19.023       19.462       0.4239998   
  smc3259   458   0.314357   0.271    0.107   0.039   0.005   -0.058   2.838    -2.147   9.2365    4.31     19.018    0.9723   0.0021229258   1      0.986   0.987    72.3        458   5       0.561    19.007       19.416       0.39800072  
  smc3274   487   0.409464   0.326    0.158   0.011   0.007   0.002    -1.042   1.264    5.2373    7.542    19.235    0.9697   0.0019911705   1      0.986   0.986    93.1        487   3       0.675    19.221       19.605       0.36999893  
  smc3278   485   0.337053   0.28     0.14    0.024   0.011   0.016    -2.767   0.06     9.7674    6.2954   19.175    0.7675   0.0015824742   1      0.99    0.98     91.4        485   3       0.814    19.163       19.593       0.41800117  
  smc3281   477   0.359126   0.288    0.132   0.021   0.018   0.065    2.7      -0.404   8.8534    5.6834   19.391    1.2369   0.0025930817   1      0.984   0.986    67.5        477   3       0.701    19.377       19.843       0.45199966  
  smc3299   490   0.3674     0.274    0.129   0.024   0.015   -0.01    -3.125   -0.326   9.4607    5.9866   19.181    0.8027   0.0016381632   1      0.988   0.988    90.1        490   3       0.588    19.164       19.649       0.4680004   
  smc3303   482   0.34725    0.307    0.153   0.025   0.011   -0.004   2.92     -0.217   9.2117    6.078    19.384    0.8356   0.0017336099   1      0.983   0.989    97.4        482   4       0.626    19.368       19.763       0.3789997   
  smc3308   504   0.361085   0.28     0.128   0.005   0.021   -0.045   1.533    -1.87    7.9052    4.5464   19.165    1.3389   0.0026565476   1      0.986   0.988    66.6        504   3       0.664    19.147       19.575       0.40999985  
  smc3314   486   0.35202    0.314    0.158   0.019   0.009   -0.009   -2.933   0.499    9.6521    6.81     19.174    0.9429   0.0019401235   1      0.986   0.987    82.3        486   5       1.279    19.145       19.579       0.4050007   
  smc3316   837   0.424208   0.233    0.114   0.013   0.014   -0.072   -1.942   1.147    10.768    7.6463   19.199    2.0969   0.0025052568   1      0.99    0.99     72.5        837   3       0.69     19.193       19.699       0.5         
  smc3317   842   0.371557   0.245    0.121   0.011   0.003   0.091    2.369    2.182    8.4692    8.1912   13.572    0.9354   0.0011109264   1      0.993   0.989    128.7       842   3       0.319    13.566       13.973       0.40100002  
  smc3334   191   0.323687   0.332    0.163   0.04    0.016   -0.034   2.847    -0.702   9.1994    5.6845   18.965    0.2923   0.0015303664   1      0.957   0.969    72.0        191   4       0.591    18.94        19.357       0.3920002   
  smc3342   485   0.379227   0.294    0.148   0.02    0.009   0.011    -2.709   1.012    9.8357    7.2628   15.548    0.148    3.0515465E-4   1      0.979   0.986    247.1       485   5       0.364    15.541       16.001       0.45299911  
  smc3344   833   0.338742   0.291    0.147   0.018   0.011   0.049    -3.004   0.091    9.4643    6.2269   19.262    1.6067   0.0019288114   1      0.993   0.988    109.8       833   4       0.762    19.244       19.667       0.4050007   
  smc3356   478   0.361238   0.33     0.164   0.027   0.014   -0.007   -2.968   0.433    9.6114    6.7366   19.235    0.9141   0.0019123431   1      0.976   0.983    95.1        478   5       0.671    19.213       19.648       0.4130001   
  smc3376   493   0.301103   0.16     0.068   0.022   0.012   -0.015   -2.846   1.734    9.7513    8.0627   19.487    1.4964   0.0030352941   1      0.987   0.985    33.9        493   3       0.659    19.462       19.811       0.3240013   
  smc3392   487   0.368756   0.299    0.156   0.026   0.008   -0.022   2.698    -0.369   9.026     5.9816   19.237    0.8475   0.0017402464   1      0.989   0.988    92.9        487   4       0.649    19.22        19.716       0.4790001   
  smc3395   675   0.342283   0.362    0.17    0.044   0.016   -0.064   2.994    0.136    9.4047    6.6098   19.183    1.5978   0.0023671112   1      0.986   0.99     105.4       675   4       0.775    19.166       19.616       0.43299866  
